Protein_DTO_ID,Gene Symbol,UniProt_ID,Canonical_Smiles,pKd_Median
DTO_03100410,PIP4K2B,P78356,CC(C)c1noc2c3ccc(C)cc3c4c(O)nccc4c12,6.958607315
DTO_03100442,PTK6,Q13882,CCCS(=O)(=O)Nc1ccc(F)c(c1F)n2cc(nn2)c3cncc(OC)c3,6.958607315
DTO_03390991,RIOK3,O14730,CCN(C)S(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.958607315
DTO_03100256,RPS6KA6,Q9UK32,Nc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4,6.958607315
DTO_03100001,AAK1,Q2M2I8,CS(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,7
DTO_03100411,PIP4K2C,Q8TBX8,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(NCCO)n4,7
DTO_03100338,MAP2K5,Q13163,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,7
DTO_03100158,GAK,O14976,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,7
DTO_03100020,AKT2,P31751,CCn1c(nc2c(nc(OCCN)cc12)C#CC(C)(C)O)c3nonc3N,7
DTO_03100532,TNK1,Q13470,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,7.004365
DTO_03100266,LCK,P06239,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,7.004365
DTO_03100105,DDR1,Q08345,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(N=C(c5ccccn5)c4n3)c6c(Cl)cncc6Cl)cc2,7.004365
DTO_03100019,AKT1,P31749,CCn1c(nc2c(nc(OCCN)cc12)C#CC(C)(C)O)c3nonc3N,7.004365
DTO_03100190,IRAK1,P51617,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.022276
DTO_03100416,PIP5K1C,O60331,CCN(C)S(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,7.022276395
DTO_03100155,FRK,P42685,CC(C)(C)c1ccc2nccc(Nc3cccc(O)c3)c2c1,7.031517
DTO_03100342,CDC42BPB,Q9Y5S2,Fc1ccc(Cl)cc1c2nc(Nc3ccncc3)c4nccnc4n2,7.031517051
DTO_03100197,JAK2,O60674,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,7.045757
DTO_03100172,HIPK1,Q86Z02,OC(=O)c1cc2c(cncc2s1)c3cccc(c3)c4ccccc4,7.045757
DTO_03100336,MAP2K3,P46734,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,7.045757491
DTO_03100366,NLK,Q9UBE8,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,7.045757491
DTO_03100285,MAP3K3,Q99759,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(N=C(c5ccccn5)c4n3)c6c(Cl)cncc6Cl)cc2,7.05061
DTO_03100524,TGFBR2,P37173,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,7.055517
DTO_03100231,KIT,P10721,NS(=O)(=O)c1ccc(Nc2cc([nH]n2)c3cccc(O)c3)cc1,7.055517328
DTO_03100139,ERBB2,P04626,COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OC4CCN(CC4)S(=O)(=O)C,7.060480747
DTO_03100256,RPS6KA6,Q9UK32,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,7.065502
DTO_03100380,PIK3C2G,O75747,CN(C)C(=O)C(=Cc1oc(cc1)c2nc3cnc4[nH]ccc4c3n2C5CCCCC5)C#N,7.075720714
DTO_03390992,RIOK1,Q9BRS2,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.075721
DTO_03100251,RPS6KA1,Q15418,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,7.080922
DTO_03100284,MAP3K2,Q9Y2U5,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(N=C(c5ccccn5)c4n3)c6c(Cl)cncc6Cl)cc2,7.086186
DTO_03100403,PDGFRA,P16234,CC(C)c1ccc2c(N=Nc3ccc(cc3)S(=O)(=O)N)c(O)[nH]c2c1,7.091514981
DTO_03100425,PIK3CG,P48736,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.091515
DTO_03100326,MAPK14,Q16539,COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5cccc(c5)C(F)(F)F)n4,7.102372909
DTO_03100365,MGC42105,Q8IY84,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.107905
DTO_03100267,LIMK1,P53667,CCN(Cc1ccccc1)C(=O)c2ccc(cc2)S(=O)(=O)Nc3ccccc3,7.107905397
DTO_03100331,ZAK,Q9NYL2,CCCS(=O)(=O)Nc1ccc(F)c(c1F)n2cc(nn2)c3cncc(OC)c3,7.107905397
DTO_03100379,PIK3C2B,O00750,COC1(CCN(C)CC1)C#Cc2ccc(Cl)c(c2)c3ncc4CCc5nc(NC(=O)C)sc5c4n3,7.119186408
DTO_03100276,MAP3K10,Q02779,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,7.130768
DTO_03100087,CLK2,P49760,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.130768
DTO_03100286,MAP3K4,Q9Y6R4,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.130768
DTO_03100059,CDK13,Q14004,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,7.13076828
DTO_03100173,HIPK2,Q9H2X6,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,7.13076828
DTO_03100338,MAP2K5,Q13163,COc1cccc(CNC(=O)NC2CCN(C2)c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)c1,7.136677
DTO_03390992,RIOK1,Q9BRS2,CCN(CC)S(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,7.142667504
DTO_03100456,ROCK1,Q13464,CN(C)CCCn1c(nc2cnccc12)c3nonc3N,7.142667504
DTO_03100138,EPHB6,O15197,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,7.142668
DTO_03100379,PIK3C2B,O00750,Clc1ccccc1n2nc(c3CCc4nc(NC(=O)NCc5ncc[nH]5)sc4c23)c6cccnc6,7.161150909
DTO_03100457,ROCK2,O75116,CN(C)CCCn1c(nc2cnccc12)c3nonc3N,7.161150909
DTO_03100514,TAOK1,Q7L7X3,NC(=O)c1cc(cc2c(c[nH]c12)C3CCNCC3)c4ccccc4,7.167491
DTO_03100172,HIPK1,Q86Z02,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,7.167491087
DTO_03100205,PRKACB,P22694,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,7.167491087
DTO_03100431,PLK2,Q9NYY3,COc1cc(Nc2ncc3N(C)C(=O)C(F)(F)CN(C4CCCC4)c3n2)ccc1C(=O)NC5CCN(C)CC5,7.173925
DTO_03100090,CSF1R,P07333,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,7.173925
DTO_03100233,CAMKK2,Q96RR4,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3,7.173925197
DTO_03100105,DDR1,Q08345,Nc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4,7.173925197
DTO_03100338,MAP2K5,Q13163,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,7.173925197
DTO_03100158,GAK,O14976,COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5cccc(c5)C(F)(F)F)n4,7.180456064
DTO_03100322,MAPK10,P53779,CS(=O)(=O)c1ccccc1c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,7.187087
DTO_03100268,LIMK2,P53671,CCCCN(Cc1ccccc1)C(=O)c2ccc(cc2)S(=O)(=O)Nc3ccccc3,7.193820026
DTO_03100422,PIK3CA,P42336,COC1(CCN(C)CC1)C#Cc2ccc(Cl)c(c2)c3ncc4CCc5nc(NC(=O)C)sc5c4n3,7.193820026
DTO_03100549,TYK2,P29597,COC1(CCN(C)CC1)C#Cc2ccc(Cl)c(c2)c3ncc4CCc5nc(NC(=O)C)sc5c4n3,7.193820026
DTO_03100154,FLT3,P36888,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,7.21467
DTO_03100403,PDGFRA,P16234,NS(=O)(=O)c1ccc(Nc2cc([nH]n2)c3cccc(O)c3)cc1,7.214670165
DTO_03100425,PIK3CG,P48736,CCc1ncnc(N2CCN(CC2)C(=O)C)c1C#Cc3ccc(N)nc3,7.22184875
DTO_03100326,MAPK14,Q16539,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(NCCO)n4,7.229147988
DTO_03100106,DDR2,Q16832,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,7.229148
DTO_03100326,MAPK14,Q16539,CS(=O)(=O)c1ccccc1c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,7.267606
DTO_03100208,CSNK1A1,P48729,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,7.26760624
DTO_03100338,MAP2K5,Q13163,Cc1cc(cc(C)c1C=Cc2cncc(c2)c3nn[nH]n3)c4ccccn4,7.26760624
DTO_03100456,ROCK1,Q13464,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,7.26760624
DTO_03100035,AURKA,O14965,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.275724
DTO_03100485,SRMS,Q9H3Y6,CCCS(=O)(=O)Nc1ccc(F)c(c1F)n2cc(nn2)c3cncc(OC)c3,7.27572413
DTO_03100566,WEE2,P0C1S8,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(N=C(c5ccccn5)c4n3)c6c(Cl)cncc6Cl)cc2,7.283997
DTO_03100174,HIPK3,Q9H422,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,7.301029996
DTO_03100193,IRAK4,Q9NWZ3,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,7.301029996
DTO_03100231,KIT,P10721,N(c1ccccc1)c2oc(cn2)c3ccccc3,7.301029996
DTO_03100497,STK16,O75716,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,7.309804
DTO_03100006,ABL1,P00519,CC(C)(C)c1ccc2nccc(Nc3cccc(O)c3)c2c1,7.309804
DTO_03100561,FLT4,P35916,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,7.318759
DTO_03100565,WEE1,P30291,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(N=C(c5ccccn5)c4n3)c6c(Cl)cncc6Cl)cc2,7.327902
DTO_03100282,YSK4,Q56UN5,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,7.327902
DTO_03100334,MAP2K1,Q02750,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,7.327902142
DTO_03100313,MET,P08581,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.337242
DTO_03100070,CDK4,P11802,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,7.337242
DTO_03100321,MAPK9,P45984,CS(=O)(=O)c1ccccc1c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,7.337242
DTO_03100282,YSK4,Q56UN5,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.346787
DTO_03100021,AKT3,Q9Y243,CCn1c(nc2c(nc(OCCN)cc12)C#CC(C)(C)O)c3nonc3N,7.346787
DTO_03100404,PDGFRB,P09619,COc1ccc(cc1)c2coc3ncnc(N)c23,7.346787486
DTO_03100158,GAK,O14976,Nc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4,7.356547324
DTO_03100268,LIMK2,P53671,CCN(Cc1ccccc1)C(=O)c2ccc(cc2)S(=O)(=O)Nc3ccccc3,7.356547324
DTO_03100074,CDK8,P49336,OC(=O)c1cc2c(cncc2s1)c3cccc(c3)c4ccccc4,7.366532
DTO_03100073,CDK7,P50613,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,7.376751
DTO_03100100,DAPK3,O43293,OC(=O)c1cc2c(cncc2s1)c3cccc(c3)c4ccccc4,7.376751
DTO_03100113,DYRK1A,Q13627,NC(=O)c1ccc(cc1)c2cc3ncnc(SCC(=O)O)c3s2,7.387216
DTO_03100105,DDR1,Q08345,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,7.387216
DTO_03100245,PRKCH,P24723,CCn1c(nc2c(nc(OCCN)cc12)C#CC(C)(C)O)c3nonc3N,7.387216
DTO_03100422,PIK3CA,P42336,Clc1ccccc1n2nc(c3CCc4nc(NC(=O)NCc5ncc[nH]5)sc4c23)c6cccnc6,7.387216143
DTO_03100432,PLK3,Q9H4B4,NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4ccccc34,7.387216143
DTO_03390991,RIOK3,O14730,CC(C)c1noc2c3ccc(C)cc3c4c(O)nccc4c12,7.387216143
DTO_03100246,PRKCQ,Q04759,CCn1c(nc2c(nc(OCCN)cc12)C#CC(C)(C)O)c3nonc3N,7.39794
DTO_03100411,PIP4K2C,Q8TBX8,COC(=O)Nc1nc2CCc3c(nn(c4ccc(cc4)C5(CC5)N(C)C)c3c2s1)c6cccnc6,7.397940009
DTO_03100433,PLK4,O00444,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,7.408935
DTO_03100338,MAP2K5,Q13163,COc1cc(Nc2nccc(n2)N3CCC(C3)NC(=O)Nc4cccc(c4)C(=O)C)cc(OC)c1OC,7.408935
DTO_03100158,GAK,O14976,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.431798
DTO_03100042,BMP2K,Q9NSY1,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.443697
DTO_03100327,MAPK15,Q8TD08,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,7.443697
DTO_03100338,MAP2K5,Q13163,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,7.443697499
DTO_03100448,RIOK2,Q9BVS4,Clc1ccc(CNc2nccc(n2)c3cnn4ncccc34)cc1,7.462180905
DTO_03100286,MAP3K4,Q9Y6R4,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(N=C(c5ccccn5)c4n3)c6c(Cl)cncc6Cl)cc2,7.468521
DTO_03100559,FLT1,P17948,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,7.468521
DTO_03100170,GSG2,Q8TF76,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,7.468521083
DTO_03100380,PIK3C2G,O75747,CCNc1ccc(cn1)c2nn(c3ccccc3C)c4c2C(C)Cc5nc(NC(=O)OC)sc45,7.468521083
DTO_03100430,PLK1,P53350,Fc1ccc(cc1)c2c(nc3SCCn23)c4ccncc4,7.468521083
DTO_03390992,RIOK1,Q9BRS2,CC(C)c1noc2c3ccc(C)cc3c4c(O)nccc4c12,7.468521083
DTO_03100497,STK16,O75716,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.481486
DTO_03100154,FLT3,P36888,CC(C)c1ccc2c(N=Nc3ccc(cc3)S(=O)(=O)N)c(O)[nH]c2c1,7.48148606
DTO_03100147,FER,P16591,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,7.49485
DTO_03100516,TAOK3,Q9H2K8,NC(=O)c1cc(cc2c(c[nH]c12)C3CCNCC3)c4ccccc4,7.49485
DTO_03100242,PRKCE,Q02156,CCn1c(nc2c(nc(OCCN)cc12)C#CC(C)(C)O)c3nonc3N,7.49485
DTO_03100225,PRKG2,Q13237,CCn1c(nc2c(nc(OCCN)cc12)C#CC(C)(C)O)c3nonc3N,7.49485
DTO_03100366,NLK,Q9UBE8,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(NCCO)n4,7.494850022
DTO_03100424,PIK3CD,O00329,COC1(CCN(C)CC1)C#Cc2ccc(Cl)c(c2)c3ncc4CCc5nc(NC(=O)C)sc5c4n3,7.494850022
DTO_03100089,CLK4,Q9HAZ1,NC(=O)c1ccc(cc1)c2cc3ncnc(SCC(=O)O)c3s2,7.508638
DTO_03100282,YSK4,Q56UN5,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(N=C(c5ccccn5)c4n3)c6c(Cl)cncc6Cl)cc2,7.508638
DTO_03100282,YSK4,Q56UN5,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,7.508638306
DTO_03100224,PRKG1,Q13976,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,7.508638306
DTO_03100231,KIT,P10721,COc1ccc(cc1)c2coc3ncnc(N)c23,7.522878745
DTO_03100282,YSK4,Q56UN5,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,7.537602
DTO_03100277,MAP3K11,Q16584,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,7.552842
DTO_03100547,TTK,P33981,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,7.568636
DTO_03100164,GSK3A,P49840,Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(cn3)C#N)nc2c4ccc(Cl)cc4Cl,7.568636236
DTO_03100321,MAPK9,P45984,COc1c(NC(=O)c2cc3cccc(Oc4ccnc(c4)C(=O)N5CCN(C)CC5)c3n2C)cc(cc1NS(=O)(=O)C)C(C)(C)C,7.568636236
DTO_03100503,STK36,Q9NRP7,COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5cccc(c5)C(F)(F)F)n4,7.568636236
DTO_03100001,AAK1,Q2M2I8,CCN(CC)S(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,7.585026652
DTO_03100343,CDC42BPG,Q6DT37,Fc1ccc(Cl)cc1c2nc(Nc3ccncc3)c4nccnc4n2,7.585026652
DTO_03100424,PIK3CD,O00329,CCc1ncnc(N2CCN(CC2)C(=O)C)c1C#Cc3ccc(N)nc3,7.619788758
DTO_03100411,PIP4K2C,Q8TBX8,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.619789
DTO_03100478,SLK,Q9H2G2,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.619789
DTO_03100106,DDR2,Q16832,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,7.619789
DTO_03100065,CDK19,Q9BWU1,OC(=O)c1cc2c(cncc2s1)c3cccc(c3)c4ccccc4,7.619789
DTO_03100338,MAP2K5,Q13163,COc1cccc(NC(=O)NC2CCN(C2)c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)c1,7.619789
DTO_03100158,GAK,O14976,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3,7.638272164
DTO_03100422,PIK3CA,P42336,CNC(=O)c1cccc(c1)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C,7.638272164
DTO_03100008,TNK2,Q07912,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,7.657577
DTO_03100380,PIK3C2G,O75747,COC1(CCN(C)CC1)C#Cc2ccc(Cl)c(c2)c3ncc4CCc5nc(NC(=O)C)sc5c4n3,7.677780705
DTO_03100560,KDR,P35968,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,7.677781
DTO_03100182,IKBKB,O14920,NC(=O)c1cc(cc2c(c[nH]c12)C3CCNCC3)c4ccccc4,7.677781
DTO_03100047,BRAF,P15056,CCCS(=O)(=O)Nc1ccc(F)c(c1F)n2cc(nn2)c3cncc(OC)c3,7.698970004
DTO_03100210,CSNK1E,P49674,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(NCCO)n4,7.698970004
DTO_03100523,TGFBR1,P36897,Fc1ccc(Cl)cc1c2nc(Nc3ccncc3)c4nccnc4n2,7.698970004
DTO_03100164,GSK3A,P49840,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,7.721246
DTO_03100105,DDR1,Q08345,Cc1ccc2c(c3ccnc(Nc4ccc5OCCOc5c4)n3)c(nn2n1)c6ccc(cc6)C(F)(F)F,7.721246399
DTO_03100139,ERBB2,P04626,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,7.721246399
DTO_03100422,PIK3CA,P42336,CCc1ncnc(N2CCN(CC2)C(=O)C)c1C#Cc3ccc(N)nc3,7.721246399
DTO_03100432,PLK3,Q9H4B4,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,7.744727
DTO_03100106,DDR2,Q16832,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,7.744727
DTO_03100320,MAPK8,P45983,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,7.744727
DTO_03100445,RAF1,P04049,CCCS(=O)(=O)Nc1ccc(F)c(c1F)n2cc(nn2)c3cncc(OC)c3,7.744727495
DTO_03100198,JAK3,P52333,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,7.769551
DTO_03100009,ACVR1B,P36896,Fc1ccc(Cl)cc1c2nc(Nc3ccncc3)c4nccnc4n2,7.769551079
DTO_03100350,MYLK,Q15746,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3,7.769551079
DTO_03100105,DDR1,Q08345,COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5cccc(c5)C(F)(F)F)n4,7.795880017
DTO_03100165,GSK3B,P49841,Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(cn3)C#N)nc2c4ccc(Cl)cc4Cl,7.823908741
DTO_03100431,PLK2,Q9NYY3,NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4ccccc34,7.823908741
DTO_03100403,PDGFRA,P16234,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,7.823909
DTO_03100422,PIK3CA,P42336,CCNc1ccc(cn1)c2nn(c3ccccc3C)c4c2C(C)Cc5nc(NC(=O)OC)sc45,7.886056648
DTO_03100165,GSK3B,P49841,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,7.886057
DTO_03100379,PIK3C2B,O00750,COC(=O)Nc1nc2CCc3c(nn(c4ccc(cc4)C5(CC5)N(C)C)c3c2s1)c6cccnc6,7.920818754
DTO_03100490,STK17B,O94768,NC(=O)c1ccc(cc1)c2cc3ncnc(SCC(=O)O)c3s2,7.958607
DTO_03100291,MAP3K9,P80192,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,7.958607
DTO_03100208,CSNK1A1,P48729,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(NCCO)n4,7.958607315
DTO_03100154,FLT3,P36888,N#Cc1cccc(Nc2oc(cn2)c3ccccc3)c1,7.958607315
DTO_03100423,PIK3CB,P42338,COC(=O)Nc1nc2CCc3c(nn(c4ccc(cc4)C5(CC5)N(C)C)c3c2s1)c6cccnc6,8.008773924
DTO_03100282,YSK4,Q56UN5,CCn1c(nc2c(nc(OCCN)cc12)C#CC(C)(C)O)c3nonc3N,8.013228
DTO_03100404,PDGFRB,P09619,N(c1ccccc1)c2oc(cn2)c3ccccc3,8.036212173
DTO_03100154,FLT3,P36888,N(c1ccccc1)c2oc(cn2)c3ccccc3,8.040958608
DTO_03100154,FLT3,P36888,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,8.055517
DTO_03100323,MAPK11,Q15759,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,8.055517
DTO_03100326,MAPK14,Q16539,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,8.060480747
DTO_03100438,PRKX,P51817,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,8.080921908
DTO_03100430,PLK1,P53350,COc1cc(Nc2ncc3N(C)C(=O)C(F)(F)CN(C4CCCC4)c3n2)ccc1C(=O)NC5CCN(C)CC5,8.080922
DTO_03100380,PIK3C2G,O75747,Clc1ccccc1n2nc(c3CCc4nc(NC(=O)NCc5ncc[nH]5)sc4c23)c6cccnc6,8.086186148
DTO_03100145,PTK2B,Q14289,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,8.091515
DTO_03100087,CLK2,P49760,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,8.113509275
